Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-11-29 00:00:00-05:00,36.46211970526351,36.78970840511553,36.19862468291642,36.7184944152832,3951100,0.0,0
2012-11-30 00:00:00-05:00,36.80394706039411,37.40927404681511,36.640152731323006,37.29533004760742,5323100,0.0,0
2012-12-03 00:00:00-05:00,37.49473885766968,37.57307315982941,36.33393235025367,36.7184944152832,5670000,0.0,0
2012-12-04 00:00:00-05:00,36.661521050105684,37.20275715273383,36.661521050105684,36.7184944152832,3726600,0.0,0
2012-12-05 00:00:00-05:00,36.640158853645026,36.99623425024675,35.79982070033379,36.09892272949219,3332400,0.0,0
2012-12-06 00:00:00-05:00,36.09891673396993,36.46923541092776,35.821178405411366,36.29832077026367,3405700,0.0,0
2012-12-07 00:00:00-05:00,36.45499335134649,37.56594942122501,36.36241571633611,37.27396774291992,4854900,0.0,0
2012-12-10 00:00:00-05:00,37.181383695046954,38.68402195718009,37.17426338407681,38.15703201293945,7741300,0.0,0
2012-12-11 00:00:00-05:00,38.25672732978738,38.39915526243498,37.551697109971606,37.772464752197266,5205500,0.0,0
2012-12-12 00:00:00-05:00,37.97899079677857,38.10005508839995,37.701249795465976,37.77958679199219,8427100,0.0,0
2012-12-13 00:00:00-05:00,37.45913104741629,37.45913104741629,36.49060823999559,37.181392669677734,7136600,0.0,0
2012-12-14 00:00:00-05:00,37.031838559903655,38.128551353863514,36.88940786826844,38.07870101928711,5120800,0.0,0
2012-12-17 00:00:00-05:00,38.14278263211875,38.35642724368719,37.87216467525813,38.114295959472656,4292300,0.0,0
2012-12-18 00:00:00-05:00,38.0573322837892,38.24249298639582,37.74398695498327,37.86505126953125,3922800,0.0,0
2012-12-19 00:00:00-05:00,37.9433894417803,38.01460614366917,36.917893384335216,37.38791275024414,6409900,0.0,0
2012-12-20 00:00:00-05:00,37.44487931954063,37.544579967460706,36.81818603979296,37.3309326171875,4391700,0.0,0
2012-12-21 00:00:00-05:00,36.82530653096608,37.302448841173586,36.554691261467,37.145774841308594,5053600,0.0,0
2012-12-24 00:00:00-05:00,37.1885128452864,37.316700196965954,36.96062482377597,37.010475158691406,975200,0.0,0
2012-12-26 00:00:00-05:00,37.145773530647695,37.473362140044024,36.54756694466192,36.576053619384766,2322700,0.0,0
2012-12-27 00:00:00-05:00,36.675764391400065,36.82531540003169,35.892399636686186,36.7184944152832,2885400,0.0,0
2012-12-28 00:00:00-05:00,36.36240941507147,36.675754690750026,35.97784745175766,36.01345443725586,2999100,0.0,0
2012-12-31 00:00:00-05:00,35.89239248236502,37.90065702169859,35.89239248236502,37.8151969909668,4233600,0.0,0
2013-01-02 00:00:00-05:00,38.6341684501608,39.38904903289124,37.90777454224406,39.35343933105469,5229900,0.0,0
2013-01-03 00:00:00-05:00,39.18964092636179,39.289341561141676,37.65139596363569,37.8792839050293,5291900,0.0,0
2013-01-04 00:00:00-05:00,37.829437997871786,38.228243300123395,37.238354429921955,37.84368133544922,4161100,0.0,0
2013-01-07 00:00:00-05:00,37.37366149515287,37.37366149515287,36.15588467545858,36.576053619384766,6884000,0.0,0
2013-01-08 00:00:00-05:00,36.46212215238633,36.87516821108627,36.37666481552423,36.73986053466797,3575600,0.0,0
2013-01-09 00:00:00-05:00,36.71848661749817,37.13865558821396,36.33392463413681,36.547569274902344,4429800,0.0,0
2013-01-10 00:00:00-05:00,36.77546457517213,36.91789526958383,36.47636256188315,36.682884216308594,3403400,0.0,0
2013-01-11 00:00:00-05:00,36.5190874286206,36.81819213856513,35.863910081396305,36.02058410644531,4615800,0.0,0
2013-01-14 00:00:00-05:00,36.0846764911462,36.618789543176,35.69299412965224,36.568939208984375,5000100,0.0,0
2013-01-15 00:00:00-05:00,36.56893104934191,37.266841005578605,36.46211009275464,37.2027473449707,4499600,0.0,0
2013-01-16 00:00:00-05:00,37.12441817375836,38.8478216297887,37.08168815213137,38.82645797729492,8024800,0.0,0
2013-01-17 00:00:00-05:00,39.154033711754145,39.75936325974541,38.5914341712592,39.27510070800781,5976600,0.0,0
2013-01-18 00:00:00-05:00,39.3178403138516,39.69528204002706,38.869187319488134,39.2181396484375,5998800,0.0,0
2013-01-22 00:00:00-05:00,39.33921596703633,39.33921596703633,38.39917430229189,38.890560150146484,4462000,0.0,0
2013-01-23 00:00:00-05:00,38.96888851474191,40.01574823246299,38.5985698119978,39.53860855102539,4293900,0.0,0
2013-01-24 00:00:00-05:00,39.524356387079216,40.556975250429765,39.431776052901064,39.96588897705078,4702100,0.0,0
